Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen801
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen801
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen801:162898] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1612558629.381319] [lassen801:162898:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen801:162898] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen801:162898] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.025, s0 -11.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 3.8068759989956474e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:330: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        2.5e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=2.5e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=4.3546 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=833.188
step.max=593 | t_sim.max=0.00014825 | t_step.max=1.09613 | min_pressure=47.1041 | max_pressure=483.349 | min_temperature=191.198 | max_temperature=459.855 | memory_usage.max=1832.06
step.max=594 | t_sim.max=0.0001485 | t_step.max=1.09685 | min_pressure=32.7169 | max_pressure=483.343 | min_temperature=140.803 | max_temperature=459.854 | memory_usage.max=1836.12
step.max=595 | t_sim.max=0.00014875 | t_step.max=1.09607 | min_pressure=27.5974 | max_pressure=483.336 | min_temperature=118.557 | max_temperature=459.852 | memory_usage.max=1837.69
step.max=596 | t_sim.max=0.000149 | t_step.max=1.09622 | min_pressure=36.1569 | max_pressure=483.33 | min_temperature=143.667 | max_temperature=459.851 | memory_usage.max=1837.69
step.max=597 | t_sim.max=0.00014925 | t_step.max=1.09629 | min_pressure=58.9143 | max_pressure=483.324 | min_temperature=202.422 | max_temperature=459.85 | memory_usage.max=1837.69
step.max=598 | t_sim.max=0.0001495 | t_step.max=1.09595 | min_pressure=86.8219 | max_pressure=483.317 | min_temperature=263.35 | max_temperature=459.848 | memory_usage.max=1841.19
step.max=599 | t_sim.max=0.00014975 | t_step.max=1.09536 | min_pressure=72.8209 | max_pressure=483.311 | min_temperature=258.215 | max_temperature=459.847 | memory_usage.max=1841.19
step.max=600 | t_sim.max=0.00015 | t_step.max=1.21334 | min_pressure=55.6117 | max_pressure=483.305 | min_temperature=216.547 | max_temperature=459.846 | memory_usage.max=1845.31
step.max=601 | t_sim.max=0.00015025 | t_step.max=1.10331 | min_pressure=38.8909 | max_pressure=483.298 | min_temperature=163.676 | max_temperature=459.844 | memory_usage.max=1849.88
step.max=602 | t_sim.max=0.0001505 | t_step.max=1.09636 | min_pressure=28.4866 | max_pressure=483.292 | min_temperature=123.664 | max_temperature=459.843 | memory_usage.max=1853.81
step.max=603 | t_sim.max=0.00015075 | t_step.max=1.09633 | min_pressure=30.0249 | max_pressure=483.286 | min_temperature=125.203 | max_temperature=459.842 | memory_usage.max=1853.81
step.max=604 | t_sim.max=0.000151 | t_step.max=1.09656 | min_pressure=46.0438 | max_pressure=483.279 | min_temperature=171.098 | max_temperature=459.84 | memory_usage.max=1853.81
step.max=605 | t_sim.max=0.00015125 | t_step.max=1.09607 | min_pressure=75.3987 | max_pressure=483.273 | min_temperature=234.838 | max_temperature=459.839 | memory_usage.max=1855.12
step.max=606 | t_sim.max=0.0001515 | t_step.max=1.09557 | min_pressure=80.1612 | max_pressure=483.267 | min_temperature=272.143 | max_temperature=459.837 | memory_usage.max=1855.12
step.max=607 | t_sim.max=0.00015175 | t_step.max=1.09623 | min_pressure=64.2088 | max_pressure=483.26 | min_temperature=238.953 | max_temperature=459.836 | memory_usage.max=1859.19
step.max=608 | t_sim.max=0.000152 | t_step.max=1.0962 | min_pressure=46.589 | max_pressure=483.254 | min_temperature=189.58 | max_temperature=459.835 | memory_usage.max=1859.19
step.max=609 | t_sim.max=0.00015225 | t_step.max=1.09886 | min_pressure=32.2918 | max_pressure=483.248 | min_temperature=139.205 | max_temperature=459.833 | memory_usage.max=1859.19
step.max=610 | t_sim.max=0.0001525 | t_step.max=1.09633 | min_pressure=27.4279 | max_pressure=483.241 | min_temperature=117.837 | max_temperature=459.832 | memory_usage.max=1863.31
step.max=611 | t_sim.max=0.00015275 | t_step.max=1.09583 | min_pressure=36.3574 | max_pressure=483.235 | min_temperature=144.19 | max_temperature=459.831 | memory_usage.max=1864.31
step.max=612 | t_sim.max=0.000153 | t_step.max=1.09541 | min_pressure=59.5008 | max_pressure=483.229 | min_temperature=203.708 | max_temperature=459.829 | memory_usage.max=1864.31
step.max=613 | t_sim.max=0.00015325 | t_step.max=1.09541 | min_pressure=86.4905 | max_pressure=483.222 | min_temperature=264.709 | max_temperature=459.828 | memory_usage.max=1867.44
step.max=614 | t_sim.max=0.0001535 | t_step.max=1.09568 | min_pressure=72.3505 | max_pressure=483.216 | min_temperature=257.247 | max_temperature=459.827 | memory_usage.max=1867.44
step.max=615 | t_sim.max=0.00015375 | t_step.max=1.09553 | min_pressure=55.0451 | max_pressure=483.21 | min_temperature=214.969 | max_temperature=459.825 | memory_usage.max=1867.44
step.max=616 | t_sim.max=0.000154 | t_step.max=1.09748 | min_pressure=38.3551 | max_pressure=483.203 | min_temperature=161.8 | max_temperature=459.824 | memory_usage.max=1869.88
step.max=617 | t_sim.max=0.00015425 | t_step.max=1.09549 | min_pressure=28.1658 | max_pressure=483.197 | min_temperature=122.375 | max_temperature=459.823 | memory_usage.max=1871.88
step.max=618 | t_sim.max=0.0001545 | t_step.max=1.09555 | min_pressure=30.0829 | max_pressure=483.191 | min_temperature=125.282 | max_temperature=459.821 | memory_usage.max=1873.12
step.max=619 | t_sim.max=0.00015475 | t_step.max=1.09611 | min_pressure=46.5423 | max_pressure=483.184 | min_temperature=172.358 | max_temperature=459.82 | memory_usage.max=1873.12
step.max=620 | t_sim.max=0.000155 | t_step.max=1.09618 | min_pressure=76.3177 | max_pressure=483.178 | min_temperature=236.27 | max_temperature=459.818 | memory_usage.max=1873.12
step.max=621 | t_sim.max=0.00015525 | t_step.max=1.09608 | min_pressure=79.7099 | max_pressure=483.172 | min_temperature=271.351 | max_temperature=459.817 | memory_usage.max=1877.12
step.max=622 | t_sim.max=0.0001555 | t_step.max=1.09576 | min_pressure=63.622 | max_pressure=483.165 | min_temperature=237.528 | max_temperature=459.816 | memory_usage.max=1877.12
step.max=623 | t_sim.max=0.00015575 | t_step.max=1.09656 | min_pressure=45.9664 | max_pressure=483.159 | min_temperature=187.601 | max_temperature=459.814 | memory_usage.max=1881.19
step.max=624 | t_sim.max=0.000156 | t_step.max=1.09598 | min_pressure=31.8181 | max_pressure=483.153 | min_temperature=137.399 | max_temperature=459.813 | memory_usage.max=1881.19
step.max=625 | t_sim.max=0.00015625 | t_step.max=1.11195 | min_pressure=27.307 | max_pressure=483.147 | min_temperature=117.267 | max_temperature=459.812 | memory_usage.max=1881.19
step.max=626 | t_sim.max=0.0001565 | t_step.max=1.09589 | min_pressure=36.7131 | max_pressure=483.14 | min_temperature=145.174 | max_temperature=459.81 | memory_usage.max=1885.06
step.max=627 | t_sim.max=0.00015675 | t_step.max=1.09636 | min_pressure=60.3299 | max_pressure=483.134 | min_temperature=205.527 | max_temperature=459.809 | memory_usage.max=1887.38
step.max=628 | t_sim.max=0.000157 | t_step.max=1.09637 | min_pressure=86.0744 | max_pressure=483.128 | min_temperature=266.506 | max_temperature=459.808 | memory_usage.max=1887.38
step.max=629 | t_sim.max=0.00015725 | t_step.max=1.09623 | min_pressure=71.7705 | max_pressure=483.121 | min_temperature=256.038 | max_temperature=459.806 | memory_usage.max=1887.38
step.max=630 | t_sim.max=0.0001575 | t_step.max=1.09564 | min_pressure=54.3655 | max_pressure=483.115 | min_temperature=213.053 | max_temperature=459.805 | memory_usage.max=1891.5
step.max=631 | t_sim.max=0.00015775 | t_step.max=1.09632 | min_pressure=37.7417 | max_pressure=483.109 | min_temperature=159.628 | max_temperature=459.804 | memory_usage.max=1891.5
step.max=632 | t_sim.max=0.000158 | t_step.max=1.09561 | min_pressure=27.8454 | max_pressure=483.102 | min_temperature=121.059 | max_temperature=459.802 | memory_usage.max=1895.31
step.max=633 | t_sim.max=0.00015825 | t_step.max=1.09606 | min_pressure=30.2429 | max_pressure=483.096 | min_temperature=125.688 | max_temperature=459.801 | memory_usage.max=1895.31
step.max=634 | t_sim.max=0.0001585 | t_step.max=1.09602 | min_pressure=47.2362 | max_pressure=483.09 | min_temperature=174.122 | max_temperature=459.8 | memory_usage.max=1895.31
step.max=635 | t_sim.max=0.00015875 | t_step.max=1.09543 | min_pressure=77.5039 | max_pressure=483.084 | min_temperature=238.117 | max_temperature=459.798 | memory_usage.max=1899.44
step.max=636 | t_sim.max=0.000159 | t_step.max=1.09479 | min_pressure=79.1631 | max_pressure=483.077 | min_temperature=270.379 | max_temperature=459.797 | memory_usage.max=1899.44
step.max=637 | t_sim.max=0.00015925 | t_step.max=1.09525 | min_pressure=62.9248 | max_pressure=483.071 | min_temperature=235.814 | max_temperature=459.796 | memory_usage.max=1903.06
step.max=638 | t_sim.max=0.0001595 | t_step.max=1.09623 | min_pressure=45.249 | max_pressure=483.065 | min_temperature=185.294 | max_temperature=459.794 | memory_usage.max=1903.06
step.max=639 | t_sim.max=0.00015975 | t_step.max=1.09615 | min_pressure=31.3068 | max_pressure=483.058 | min_temperature=135.427 | max_temperature=459.793 | memory_usage.max=1903.06
step.max=640 | t_sim.max=0.00016 | t_step.max=1.09552 | min_pressure=27.2388 | max_pressure=483.052 | min_temperature=116.864 | max_temperature=459.792 | memory_usage.max=1906.44
step.max=641 | t_sim.max=0.00016025 | t_step.max=1.09569 | min_pressure=37.2172 | max_pressure=483.046 | min_temperature=146.594 | max_temperature=459.79 | memory_usage.max=1906.44
step.max=642 | t_sim.max=0.0001605 | t_step.max=1.09606 | min_pressure=61.3837 | max_pressure=483.04 | min_temperature=207.826 | max_temperature=459.789 | memory_usage.max=1910.56
step.max=643 | t_sim.max=0.00016075 | t_step.max=1.10286 | min_pressure=85.579 | max_pressure=483.033 | min_temperature=268.684 | max_temperature=459.788 | memory_usage.max=1910.56
step.max=644 | t_sim.max=0.000161 | t_step.max=1.09631 | min_pressure=71.09 | max_pressure=483.027 | min_temperature=254.6 | max_temperature=459.786 | memory_usage.max=1913.88
step.max=645 | t_sim.max=0.00016125 | t_step.max=1.09669 | min_pressure=53.5848 | max_pressure=483.021 | min_temperature=210.824 | max_temperature=459.785 | memory_usage.max=1914.94
step.max=646 | t_sim.max=0.0001615 | t_step.max=1.09665 | min_pressure=37.0636 | max_pressure=483.014 | min_temperature=157.2 | max_temperature=459.784 | memory_usage.max=1914.94
step.max=647 | t_sim.max=0.00016175 | t_step.max=1.09693 | min_pressure=27.5344 | max_pressure=483.008 | min_temperature=119.753 | max_temperature=459.782 | memory_usage.max=1918
step.max=648 | t_sim.max=0.000162 | t_step.max=1.0955 | min_pressure=30.5052 | max_pressure=483.002 | min_temperature=126.423 | max_temperature=459.781 | memory_usage.max=1918
step.max=649 | t_sim.max=0.00016225 | t_step.max=1.0961 | min_pressure=48.1148 | max_pressure=482.996 | min_temperature=176.35 | max_temperature=459.78 | memory_usage.max=1918
step.max=650 | t_sim.max=0.0001625 | t_step.max=1.21567 | min_pressure=78.9363 | max_pressure=482.989 | min_temperature=240.337 | max_temperature=459.778 | memory_usage.max=1922.06
step.max=651 | t_sim.max=0.00016275 | t_step.max=1.09411 | min_pressure=78.5263 | max_pressure=482.983 | min_temperature=269.23 | max_temperature=459.777 | memory_usage.max=1931.5
step.max=652 | t_sim.max=0.000163 | t_step.max=1.09471 | min_pressure=62.1265 | max_pressure=482.977 | min_temperature=233.825 | max_temperature=459.776 | memory_usage.max=1931.5
step.max=653 | t_sim.max=0.00016325 | t_step.max=1.09548 | min_pressure=44.4491 | max_pressure=482.971 | min_temperature=182.692 | max_temperature=459.774 | memory_usage.max=1931.5
step.max=654 | t_sim.max=0.0001635 | t_step.max=1.09555 | min_pressure=30.7693 | max_pressure=482.964 | min_temperature=133.329 | max_temperature=459.773 | memory_usage.max=1931.5
step.max=655 | t_sim.max=0.00016375 | t_step.max=1.09538 | min_pressure=27.2287 | max_pressure=482.958 | min_temperature=116.654 | max_temperature=459.772 | memory_usage.max=1931.5
step.max=656 | t_sim.max=0.000164 | t_step.max=1.09543 | min_pressure=37.8653 | max_pressure=482.952 | min_temperature=148.429 | max_temperature=459.77 | memory_usage.max=1935.38
step.max=657 | t_sim.max=0.00016425 | t_step.max=1.09698 | min_pressure=62.6477 | max_pressure=482.946 | min_temperature=210.555 | max_temperature=459.769 | memory_usage.max=1935.38
step.max=658 | t_sim.max=0.0001645 | t_step.max=1.09616 | min_pressure=85.0085 | max_pressure=482.939 | min_temperature=271.189 | max_temperature=459.768 | memory_usage.max=1937.94
step.max=659 | t_sim.max=0.00016475 | t_step.max=1.09616 | min_pressure=70.3157 | max_pressure=482.933 | min_temperature=252.94 | max_temperature=459.766 | memory_usage.max=1939.38
step.max=660 | t_sim.max=0.000165 | t_step.max=1.09712 | min_pressure=52.7134 | max_pressure=482.927 | min_temperature=208.303 | max_temperature=459.765 | memory_usage.max=1939.38
step.max=661 | t_sim.max=0.00016525 | t_step.max=1.09687 | min_pressure=36.3327 | max_pressure=482.921 | min_temperature=154.555 | max_temperature=459.764 | memory_usage.max=1943.38
step.max=662 | t_sim.max=0.0001655 | t_step.max=1.0959 | min_pressure=27.2419 | max_pressure=482.914 | min_temperature=118.493 | max_temperature=459.762 | memory_usage.max=1943.44
step.max=663 | t_sim.max=0.00016575 | t_step.max=1.0957 | min_pressure=30.8709 | max_pressure=482.908 | min_temperature=127.487 | max_temperature=459.761 | memory_usage.max=1943.44
step.max=664 | t_sim.max=0.000166 | t_step.max=1.09603 | min_pressure=49.1689 | max_pressure=482.902 | min_temperature=179.003 | max_temperature=459.76 | memory_usage.max=1943.44
step.max=665 | t_sim.max=0.00016625 | t_step.max=1.09529 | min_pressure=80.5964 | max_pressure=482.896 | min_temperature=242.911 | max_temperature=459.758 | memory_usage.max=1947.06
step.max=666 | t_sim.max=0.0001665 | t_step.max=1.09484 | min_pressure=77.8061 | max_pressure=482.889 | min_temperature=267.91 | max_temperature=459.757 | memory_usage.max=1947.06
step.max=667 | t_sim.max=0.00016675 | t_step.max=1.0955 | min_pressure=61.237 | max_pressure=482.883 | min_temperature=231.574 | max_temperature=459.756 | memory_usage.max=1947.06
step.max=668 | t_sim.max=0.000167 | t_step.max=1.09579 | min_pressure=43.579 | max_pressure=482.877 | min_temperature=179.827 | max_temperature=459.754 | memory_usage.max=1951.19
step.max=669 | t_sim.max=0.00016725 | t_step.max=1.09571 | min_pressure=30.2175 | max_pressure=482.871 | min_temperature=131.151 | max_temperature=459.753 | memory_usage.max=1951.19
step.max=670 | t_sim.max=0.0001675 | t_step.max=1.09622 | min_pressure=27.2833 | max_pressure=482.864 | min_temperature=116.659 | max_temperature=459.752 | memory_usage.max=1951.19
step.max=671 | t_sim.max=0.00016775 | t_step.max=1.09544 | min_pressure=38.6541 | max_pressure=482.858 | min_temperature=150.66 | max_temperature=459.75 | memory_usage.max=1955.31
step.max=672 | t_sim.max=0.000168 | t_step.max=1.1114 | min_pressure=64.1092 | max_pressure=482.852 | min_temperature=213.668 | max_temperature=459.749 | memory_usage.max=1955.31
step.max=673 | t_sim.max=0.00016825 | t_step.max=1.09558 | min_pressure=84.3664 | max_pressure=482.846 | min_temperature=273.998 | max_temperature=459.748 | memory_usage.max=1958.88
step.max=674 | t_sim.max=0.0001685 | t_step.max=1.09536 | min_pressure=69.4547 | max_pressure=482.84 | min_temperature=251.063 | max_temperature=459.746 | memory_usage.max=1958.88
step.max=675 | t_sim.max=0.00016875 | t_step.max=1.09699 | min_pressure=51.7622 | max_pressure=482.833 | min_temperature=205.511 | max_temperature=459.745 | memory_usage.max=1962.19
step.max=676 | t_sim.max=0.000169 | t_step.max=1.09615 | min_pressure=35.5615 | max_pressure=482.827 | min_temperature=151.733 | max_temperature=459.744 | memory_usage.max=1962.19
step.max=677 | t_sim.max=0.00016925 | t_step.max=1.09602 | min_pressure=26.9779 | max_pressure=482.821 | min_temperature=117.319 | max_temperature=459.742 | memory_usage.max=1962.19
step.max=678 | t_sim.max=0.0001695 | t_step.max=1.09557 | min_pressure=31.3423 | max_pressure=482.815 | min_temperature=128.887 | max_temperature=459.741 | memory_usage.max=1966.31
step.max=679 | t_sim.max=0.00016975 | t_step.max=1.09574 | min_pressure=50.3912 | max_pressure=482.808 | min_temperature=182.048 | max_temperature=459.74 | memory_usage.max=1966.31
step.max=680 | t_sim.max=0.00017 | t_step.max=1.09532 | min_pressure=82.4957 | max_pressure=482.802 | min_temperature=245.834 | max_temperature=459.738 | memory_usage.max=1970.12
step.max=681 | t_sim.max=0.00017025 | t_step.max=1.09558 | min_pressure=77.0085 | max_pressure=482.796 | min_temperature=266.425 | max_temperature=459.737 | memory_usage.max=1970.12
step.max=682 | t_sim.max=0.0001705 | t_step.max=1.09468 | min_pressure=60.2628 | max_pressure=482.79 | min_temperature=229.073 | max_temperature=459.736 | memory_usage.max=1970.12
step.max=683 | t_sim.max=0.00017075 | t_step.max=1.09575 | min_pressure=42.6466 | max_pressure=482.784 | min_temperature=176.72 | max_temperature=459.734 | memory_usage.max=1974.25
step.max=684 | t_sim.max=0.000171 | t_step.max=1.10336 | min_pressure=29.6585 | max_pressure=482.777 | min_temperature=128.919 | max_temperature=459.733 | memory_usage.max=1974.25
step.max=685 | t_sim.max=0.00017125 | t_step.max=1.09559 | min_pressure=27.405 | max_pressure=482.771 | min_temperature=116.891 | max_temperature=459.732 | memory_usage.max=1978.25
step.max=686 | t_sim.max=0.0001715 | t_step.max=1.09541 | min_pressure=39.5783 | max_pressure=482.765 | min_temperature=153.261 | max_temperature=459.73 | memory_usage.max=1978.25
step.max=687 | t_sim.max=0.00017175 | t_step.max=1.09508 | min_pressure=65.7621 | max_pressure=482.759 | min_temperature=217.138 | max_temperature=459.729 | memory_usage.max=1980.56
step.max=688 | t_sim.max=0.000172 | t_step.max=1.09516 | min_pressure=83.6574 | max_pressure=482.753 | min_temperature=277.077 | max_temperature=459.728 | memory_usage.max=1980.56
step.max=689 | t_sim.max=0.00017225 | t_step.max=1.09638 | min_pressure=68.5137 | max_pressure=482.746 | min_temperature=248.976 | max_temperature=459.726 | memory_usage.max=1984.38
step.max=690 | t_sim.max=0.0001725 | t_step.max=1.09698 | min_pressure=50.74 | max_pressure=482.74 | min_temperature=202.468 | max_temperature=459.725 | memory_usage.max=1984.38
step.max=691 | t_sim.max=0.00017275 | t_step.max=1.09928 | min_pressure=34.7601 | max_pressure=482.734 | min_temperature=148.767 | max_temperature=459.724 | memory_usage.max=1984.38
step.max=692 | t_sim.max=0.000173 | t_step.max=1.09569 | min_pressure=26.7498 | max_pressure=482.728 | min_temperature=116.262 | max_temperature=459.722 | memory_usage.max=1987.62
step.max=693 | t_sim.max=0.00017325 | t_step.max=1.09568 | min_pressure=31.9202 | max_pressure=482.722 | min_temperature=130.617 | max_temperature=459.721 | memory_usage.max=1989.44
step.max=694 | t_sim.max=0.0001735 | t_step.max=1.09531 | min_pressure=51.7737 | max_pressure=482.715 | min_temperature=185.447 | max_temperature=459.72 | memory_usage.max=1989.44
step.max=695 | t_sim.max=0.00017375 | t_step.max=1.09495 | min_pressure=84.4555 | max_pressure=482.709 | min_temperature=249.014 | max_temperature=459.718 | memory_usage.max=1993.56
step.max=696 | t_sim.max=0.000174 | t_step.max=1.09493 | min_pressure=76.1366 | max_pressure=482.703 | min_temperature=264.772 | max_temperature=459.717 | memory_usage.max=1993.56
step.max=697 | t_sim.max=0.00017425 | t_step.max=1.09526 | min_pressure=59.2135 | max_pressure=482.697 | min_temperature=226.333 | max_temperature=459.716 | memory_usage.max=1993.56
step.max=698 | t_sim.max=0.0001745 | t_step.max=1.09578 | min_pressure=41.6658 | max_pressure=482.691 | min_temperature=173.408 | max_temperature=459.714 | memory_usage.max=1998.38
step.max=699 | t_sim.max=0.00017475 | t_step.max=1.09539 | min_pressure=29.1067 | max_pressure=482.685 | min_temperature=126.69 | max_temperature=459.713 | memory_usage.max=1998.44
step.max=700 | t_sim.max=0.000175 | t_step.max=1.21291 | min_pressure=27.6033 | max_pressure=482.678 | min_temperature=117.384 | max_temperature=459.712 | memory_usage.max=2001.5
step.max=701 | t_sim.max=0.00017525 | t_step.max=1.09463 | min_pressure=40.6383 | max_pressure=482.672 | min_temperature=156.219 | max_temperature=459.71 | memory_usage.max=2005.81
step.max=702 | t_sim.max=0.0001755 | t_step.max=1.09447 | min_pressure=67.6136 | max_pressure=482.666 | min_temperature=220.972 | max_temperature=459.709 | memory_usage.max=2005.81
step.max=703 | t_sim.max=0.00017575 | t_step.max=1.0957 | min_pressure=82.8852 | max_pressure=482.66 | min_temperature=276.721 | max_temperature=459.708 | memory_usage.max=2005.81
step.max=704 | t_sim.max=0.000176 | t_step.max=1.0959 | min_pressure=67.4989 | max_pressure=482.654 | min_temperature=246.684 | max_temperature=459.707 | memory_usage.max=2009.81
step.max=705 | t_sim.max=0.00017625 | t_step.max=1.09581 | min_pressure=49.6556 | max_pressure=482.648 | min_temperature=199.19 | max_temperature=459.705 | memory_usage.max=2009.81
step.max=706 | t_sim.max=0.0001765 | t_step.max=1.09582 | min_pressure=33.9386 | max_pressure=482.641 | min_temperature=145.694 | max_temperature=459.704 | memory_usage.max=2013.38
step.max=707 | t_sim.max=0.00017675 | t_step.max=1.09523 | min_pressure=26.5657 | max_pressure=482.635 | min_temperature=115.355 | max_temperature=459.703 | memory_usage.max=2013.38
step.max=708 | t_sim.max=0.000177 | t_step.max=1.09462 | min_pressure=32.6061 | max_pressure=482.629 | min_temperature=132.678 | max_temperature=459.701 | memory_usage.max=2013.38
step.max=709 | t_sim.max=0.00017725 | t_step.max=1.09527 | min_pressure=53.3101 | max_pressure=482.623 | min_temperature=189.164 | max_temperature=459.7 | memory_usage.max=2017.5
step.max=710 | t_sim.max=0.0001775 | t_step.max=1.09505 | min_pressure=86.5346 | max_pressure=482.617 | min_temperature=252.527 | max_temperature=459.699 | memory_usage.max=2017.5
step.max=711 | t_sim.max=0.00017775 | t_step.max=1.09559 | min_pressure=75.1961 | max_pressure=482.611 | min_temperature=262.955 | max_temperature=459.697 | memory_usage.max=2017.5
step.max=712 | t_sim.max=0.000178 | t_step.max=1.09544 | min_pressure=58.0954 | max_pressure=482.604 | min_temperature=223.363 | max_temperature=459.696 | memory_usage.max=2021.62
step.max=713 | t_sim.max=0.00017825 | t_step.max=1.09525 | min_pressure=40.6437 | max_pressure=482.598 | min_temperature=169.911 | max_temperature=459.695 | memory_usage.max=2021.62
step.max=714 | t_sim.max=0.0001785 | t_step.max=1.0961 | min_pressure=28.5684 | max_pressure=482.592 | min_temperature=124.488 | max_temperature=459.693 | memory_usage.max=2021.62
step.max=715 | t_sim.max=0.00017875 | t_step.max=1.09593 | min_pressure=27.8803 | max_pressure=482.586 | min_temperature=118.142 | max_temperature=459.692 | memory_usage.max=2021.62
step.max=716 | t_sim.max=0.000179 | t_step.max=1.09601 | min_pressure=41.8292 | max_pressure=482.58 | min_temperature=159.506 | max_temperature=459.691 | memory_usage.max=2025.5
step.max=717 | t_sim.max=0.00017925 | t_step.max=1.09632 | min_pressure=69.6306 | max_pressure=482.574 | min_temperature=224.996 | max_temperature=459.689 | memory_usage.max=2025.5
step.max=718 | t_sim.max=0.0001795 | t_step.max=1.09655 | min_pressure=82.0503 | max_pressure=482.568 | min_temperature=275.344 | max_temperature=459.688 | memory_usage.max=2025.5
step.max=719 | t_sim.max=0.00017975 | t_step.max=1.11182 | min_pressure=66.4153 | max_pressure=482.561 | min_temperature=244.188 | max_temperature=459.687 | memory_usage.max=2029.62
step.max=720 | t_sim.max=0.00018 | t_step.max=1.09641 | min_pressure=48.5198 | max_pressure=482.555 | min_temperature=195.7 | max_temperature=459.686 | memory_usage.max=2031.81
step.max=721 | t_sim.max=0.00018025 | t_step.max=1.09532 | min_pressure=33.1106 | max_pressure=482.549 | min_temperature=142.559 | max_temperature=459.684 | memory_usage.max=2032.75
step.max=722 | t_sim.max=0.0001805 | t_step.max=1.09619 | min_pressure=26.4374 | max_pressure=482.543 | min_temperature=114.643 | max_temperature=459.683 | memory_usage.max=2032.75
step.max=723 | t_sim.max=0.00018075 | t_step.max=1.0948 | min_pressure=33.4048 | max_pressure=482.537 | min_temperature=135.076 | max_temperature=459.682 | memory_usage.max=2036.88
step.max=724 | t_sim.max=0.000181 | t_step.max=1.09742 | min_pressure=54.9969 | max_pressure=482.531 | min_temperature=193.174 | max_temperature=459.68 | memory_usage.max=2036.88
step.max=725 | t_sim.max=0.00018125 | t_step.max=1.09466 | min_pressure=87.9259 | max_pressure=482.525 | min_temperature=256.242 | max_temperature=459.679 | memory_usage.max=2040.38
step.max=726 | t_sim.max=0.0001815 | t_step.max=1.09496 | min_pressure=74.189 | max_pressure=482.518 | min_temperature=260.968 | max_temperature=459.678 | memory_usage.max=2040.75
